,station_name,station_no,site_name,station_latitude,station_longitude,Vert_coord_Loc,TOS_1,BOS_1,TOS_2,BOS_2,TOS_3,BOS_3,TOS_4,BOS_4,TOS_5,BOS_5,TOS_6,BOS_6,TOS_7,BOS_7,TOS_8,BOS_8,Depth_to_Bot_Perf,Depth_to_Top_Perf,Depth_Category,Subbasin_Name,GWREF_DATUM,Web_Station_Name,Well_Depth,geometry
55,Son0058,SV-J08-02,Sonoma Creek,38.37033081,-122.5160572,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,306.609985,,.,POINT (6413710.905099908 1897107.5126100793)
179,Son0213,382219122312501,Sonoma Creek,38.37216867247479,-122.5237508385528,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,270.0,,124,POINT (6411508.991999997 1897789.4420000024)
57,Son0060,SV-J08-05,Sonoma Creek,38.3722,-122.5238,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,259.9,,124,POINT (6411494.963529486 1897800.9319842467)
28,PLP05-0089_3,PLP05-0089_3,PRMD,38.34899311,-122.501823,,,,,,,,,,,,,,,,,,,,,,239.69,,,POINT (6417748.931889105 1889313.9671893718)
27,PLP05-0089_2,PLP05-0089_2,PRMD,38.34899311,-122.501823,,,,,,,,,,,,,,,,,,170.0,100.0,Shallow (0-200ft),,239.69,,170.0,POINT (6417748.931889105 1889313.9671893718)
26,PLP05-0089_1,PLP05-0089_1,PRMD,38.34899311,-122.501823,,,,,,,,,,,,,,,,,,170.0,0.0,Shallow (0-200ft),,239.69,,170.0,POINT (6417748.931889105 1889313.9671893718)
190,Son0226,382058122295701,Sonoma Creek,38.34960556,-122.499186,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,,218.0,,695,POINT (6418506.4139666725 1889532.8414080848)
414,Son0477,4901144-002,Sonoma Creek,38.349615,-122.499193,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6418504.425372513 1889536.2902516031)
415,Son0478,4901144-003,Sonoma Creek,38.349632,-122.499249,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6418488.399496248 1889542.5694079774)
346,Son0408,383504N1224995W001,Sonoma Creek,38.3504,-122.4995,GIS_Elev,,,,,,,,,,,,,,,,,,,Other,,226.519759611,,233,POINT (6418417.954834712 1889822.6520622845)
338,Son0400,006N006W23M002M,Sonoma Creek,38.3505,-122.4994,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6418446.833157851 1889858.9121929002)
427,Son0490,4901233-001,Sonoma Creek,38.360778,-122.504664,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6416958.017217889 1893610.2563771915)
191,Son0227,382310122294001,Sonoma Creek,38.3861111,-122.494611,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Other,,1022.0,,480,POINT (6419890.846691483 1902820.1174040956)
461,Son0524,4910202-002,Sonoma Creek,38.336917,-122.550278,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6403826.065333729 1884996.6241148757)
310,Son0368,382045122335601,Sonoma Creek,38.3457222,-122.565625,,,,,,,,,,,,,,,,,,,,,,,,,POINT (6399443.991744124 1888230.2958701882)
465,Son0528,4910305-002,Sonoma Creek,38.34591,-122.565464,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6399490.592055389 1888298.400423714)
420,Son0483,4901204-002,Sonoma Creek,38.358874,-122.544069,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6405654.913658392 1892982.093366802)
5,WRM22-0211_1,WRM22-0211_1,PRMD,38.35894077547305,-122.5448386156604,,,,,,,,,,,,,,,,,,,,Other,,668.279968362764,,,POINT (6405434.37511089 1893007.734073977)
18,Son0020,SV-G08-02,Sonoma Creek,38.36514092,-122.573099,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Other,,1092.75,,.,POINT (6397345.076576541 1895315.5331646441)
17,Son0019,SV-G08-01,Sonoma Creek,38.3653,-122.57076,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Other,,952.809998,,.,POINT (6398016.080116804 1895369.243558289)
128,UPE13-0049_1,UPE13-0049_1,PRMD,38.36887989,-122.5784793,,,,,,,,,,,,,,,,,,,,Other,,964.58,,,POINT (6395811.105307587 1896686.9475349374)
475,Son0545,4901077-003,Sonoma Creek,38.368902,-122.577773,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6396013.656627773 1896693.7106406863)
34,Son0037,SV-H08-01,Sonoma Creek,38.3696634,-122.5618241,Lidar_Elev_NAVD88,334.0,554.0,,,,,,,,,,,,,,,334.0,554,Medium (200-500ft),,605.940002,,554,POINT (6400588.010470382 1896942.310210011)
35,Son0038,SV-H08-02,Sonoma Creek,38.37142,-122.55029,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,348.299988,,310,POINT (6403898.744832562 1897561.7766287087)
36,Son0039,SV-H08-03,Sonoma Creek,38.37562,-122.54925,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,312.640015,,250,POINT (6404206.157214797 1899089.5059487047)
33,Son0036,SV-H07-01,Sonoma Creek,38.37688,-122.54984,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,329.920013,,152,POINT (6404039.7941340245 1899549.3893235659)
21,WRM23-0012_1,WRM23-0012_1,PRMD,38.38177429936121,-122.56621378332903,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,502.3533712184309,,,POINT (6399356.968571829 1901360.602765013)
366,Son0429,4900585-001,Sonoma Creek,38.391667,-122.593333,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6391606.672781798 1905012.8778841032)
29,Son0032,SV-H06-03,Sonoma Creek,38.392017,-122.546219,Lidar_Elev_NAVD88,78.0,99.0,119.0,159.0,,,,,,,,,,,,,78.0,159,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,462.23999,,159,POINT (6405110.989640417 1905055.6382215056)
1,Son0002,SV-F06-02,Sonoma Creek,38.39348752,-122.5946508,Lidar_Elev_NAVD88,330.0,510.0,,,,,,,,,,,,,,,330.0,510,Deep(>500ft),,1052.51001,,510,POINT (6391233.312991198 1905678.332448354)
30,Son0033,SV-H06-04,Sonoma Creek,38.39400291,-122.5450356,Lidar_Elev_NAVD88,273.0,573.0,,,,,,,,,,,,,,,273.0,573,Other,,509.630005,,.,POINT (6405454.507566373 1905776.8187473495)
311,Son0369,382338122330301,Sonoma Creek,38.39405556,-122.551,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6403745.194280963 1905806.3056041028)
168,Son0195,382832122354301,Sonoma Creek,38.3923611,-122.5954167,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,330.0,510,Other,,1001.0,,510,POINT (6391011.11222941 1905269.5582678409)
0,Son0001,SV-F06-01,Sonoma Creek,38.39287405,-122.5954029,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Deep(>500ft),,996.859985,,,POINT (6391016.291850589 1905456.3350341183)
56,Son0059,SV-J08-03,Sonoma Creek,38.37380699,-122.5120868,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Deep(>500ft),,320.380005,,800,POINT (6414856.3596418 1898367.0103407558)
54,Son0057,SV-J08-01,Sonoma Creek,38.37401401,-122.523657,Survey_ElevNAD88,76.0,86.0,,,,,,,,,,,,,,,76.0,86,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,278.4,,96,POINT (6411539.769232408 1898461.313329888)
180,Son0214,382227122312501,Sonoma Creek,38.37426309846359,-122.5236175462464,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,275.0,,96,POINT (6411551.602999986 1898551.9600000032)
51,Son0054,SV-J07-02,Sonoma Creek,38.37768352,-122.5100465,Lidar_Elev_NAVD88,95.0,955.0,,,,,,,,,,,,,,,95.0,955,Deep(>500ft),,344.859985,,956,POINT (6415449.214736907 1899775.4569904238)
52,Son0055,SV-J07-03,Sonoma Creek,38.37916984,-122.5172796,Survey_ElevNAD88,84.0,224.0,,,,,,,,,,,,,,,84.0,224,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,322.3,,224,POINT (6413378.773925199 1900328.4639705988)
47,Son0050,SV-I07-02,Sonoma Creek,38.38076,-122.52637,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,347.390015,,250,POINT (6410776.226928083 1900922.5312078928)
443,Son0506,4901383-001,Sonoma Creek,38.383645,-122.524949,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6411189.6413371805 1901970.819303867)
350,Son0413,SV-J07-05,Sonoma Creek,38.3849519,-122.52138,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6412215.417916437 1902440.8676256945)
46,Son0049,SV-I07-01,Sonoma Creek,38.38499935,-122.5269,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,401.1,,.,POINT (6410633.253418228 1902467.2778670986)
459,Son0522,4910013-006,Sonoma Creek,38.385094,-122.520417,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6412491.7508741375 1902491.0339620502)
53,Son0056,SV-J07-04,Sonoma Creek,38.38509993,-122.5204151,Survey_ElevNGVD29,41.0,258.0,,,,,,,,,,,,,,,41.0,258,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,320.0,,265,POINT (6412492.307866479 1902493.1904009366)
181,Son0215,382307122311301,Sonoma Creek,38.38516866388684,-122.5203897801458,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,320.0,,258,POINT (6412499.708999985 1902518.1799999943)
107,PLP17-0040_1,PLP17-0040_1,PRMD,38.38568095,-122.5170491,,,,,,,,,,,,,,,,,,420.0,415.0,Other,,361.5473439411142,,420.0,POINT (6413458.348205952 1902699.2735708181)
50,Son0053,SV-J07-01,Sonoma Creek,38.38610122,-122.5218983,Survey_ElevNAD88,30.0,108.0,,,,,,,,,,,,,,,30.0,108,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,358.9,,108,POINT (6412069.256191657 1902860.2746516943)
45,Son0048,SV-I06-02,Sonoma Creek,38.39190366,-122.5401989,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,480.779999,,175,POINT (6406836.186129907 1905004.0442911116)
11,Son0013,SV-G04-06,Sonoma Creek,38.39260674,-122.5424323,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,525.080017,,.,POINT (6406197.591453531 1905263.9028738039)
44,Son0047,SV-I06-01,Sonoma Creek,38.39299167,-122.542494,Lidar_Elev_NAVD88,197.0,317.0,,,,,,,,,,,,,,,197.0,317,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,487.25,,320,POINT (6406180.7447647 1905404.190215424)
167,Son0194,382410122311501,Sonoma Creek,38.4028333,-122.5208889,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Other,KENWOOD VALLEY,672.0,,345,POINT (6412393.5320943305 1908952.0207515473)
22,WRM24-0001_1,WRM24-0001_1,PRMD,38.40567236,-122.5442993,,,,,,,,,,,,,,,,,,,,Other,KENWOOD VALLEY,0.0,,,POINT (6405691.000556467 1910025.269254726)
383,Son0446,4900912-002,Sonoma Creek,38.408622,-122.543733,,,,,,,,,,,,,,,,,,,,Other,KENWOOD VALLEY,,,,POINT (6405859.708874509 1911098.4807425952)
358,Son0421,4900533-001,Sonoma Creek,38.394466,-122.55093,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6403766.163219095 1905955.6556538108)
32,Son0035,SV-H06-06,Sonoma Creek,38.39501668,-122.5512609,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,354.149994,,.,POINT (6403672.543171543 1906156.774569114)
28,Son0031,SV-H06-02,Sonoma Creek,38.3956802,-122.5516186,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,359.910004,,100,POINT (6403571.493280462 1906399.0338934795)
31,Son0034,SV-H06-05,Sonoma Creek,38.39830826,-122.5540052,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),,383.01001,,.,POINT (6402893.334152961 1907360.2684229102)
312,Son0371,382403122331101,Sonoma Creek,38.4008333,-122.5530556,,,,,,,,,,,,,,,,,,,,,,,,,POINT (6403171.0769946035 1908278.1646540398)
27,Son0030,SV-H06-01,Sonoma Creek,38.40190229,-122.5532564,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),,393.109985,,55,POINT (6403115.90326703 1908667.813701731)
313,Son0372,382414122330701,Sonoma Creek,38.40388889,-122.5519444,,,,,,,,,,,,,,,,,,,,,KENWOOD VALLEY,,,,POINT (6403496.28404176 1909388.9949798998)
470,Son0534,4901295-001,Sonoma Creek,38.404991,-122.54547,,,,,,,,,,,,,,,,,,,,Other,KENWOOD VALLEY,,,,POINT (6405354.036132635 1909779.1477674425)
16,Son0018,SV-G05-02,Sonoma Creek,38.40635,-122.57137,Lidar_Elev_NAVD88,145.0,275.0,,,,,,,,,,,,,,,145.0,275,Medium (200-500ft),,572.799988,,275,POINT (6397935.213123741 1910319.6863823764)
26,Son0029,SV-H05-03,Sonoma Creek,38.41080526,-122.5466867,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),KENWOOD VALLEY,411.600006,,100,POINT (6405018.120404523 1911898.647985693)
173,Son0201,382445122324901,Sonoma Creek,38.41264167,-122.5469639,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),KENWOOD VALLEY,410.0,,112,POINT (6404942.719082254 1912567.8994051302)
460,Son0523,4910025-002,Sonoma Creek,38.413396,-122.551491,,,,,,,,,,,,,,,,,,,,Other,KENWOOD VALLEY,,,,POINT (6403647.233506527 1912850.449950807)
387,Son0450,4900922-001,Sonoma Creek,38.413978,-122.54659,,,,,,,,,,,,,,,,,,,,Other,KENWOOD VALLEY,,,,POINT (6405052.781384514 1913053.9115092931)
367,Son0430,4900589-001,Sonoma Creek,38.414167,-122.547778,,,,,,,,,,,,,,,,,,,,Other,KENWOOD VALLEY,,,,POINT (6404712.804223869 1913124.7909189623)
25,Son0028,SV-H05-02,Sonoma Creek,38.4143682,-122.5549536,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),KENWOOD VALLEY,407.130005,,80,POINT (6402657.265862202 1913210.5423604331)
172,Son0199,382500122330501,Sonoma Creek,38.41670556,-122.551275,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,KENWOOD VALLEY,415.0,,340,POINT (6403716.43817221 1914055.3303897546)
15,Son0017,SV-G05-01,Sonoma Creek,38.41836,-122.57321,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),KENWOOD VALLEY,476.790009,,110,POINT (6397435.550465344 1914696.7333162199)
296,Son0350,11458433,Sonoma Creek,38.4188004,-122.5627606,,,,,,,,,,,,,,,,,,,,,KENWOOD VALLEY,,,,POINT (6400430.375473769 1914838.3956857568)
382,Son0445,4900911-003,Sonoma Creek,38.41941,-122.562819,,,,,,,,,,,,,,,,,,,,Other,KENWOOD VALLEY,,,,POINT (6400415.019043578 1915060.4996969383)
171,Son0198,382512122331101,Sonoma Creek,38.4200833,-122.5533056,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,50.0,372,Other,KENWOOD VALLEY,427.0,,372,POINT (6403142.134828139 1915288.952967905)
24,Son0027,SV-H05-01,Sonoma Creek,38.420662,-122.569272,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),KENWOOD VALLEY,503.959991,,200,POINT (6398569.070492672 1915527.965792934)
14,Son0016,SV-G04-09,Sonoma Creek,38.42092078,-122.5682226,Lidar_Elev_NAVD88,33.0,93.0,,,,,,,,,,,,,,,33.0,93,Shallow (0-200ft),KENWOOD VALLEY,426.67,,93,POINT (6398870.311278247 1915620.324220723)
8,Son0010,SV-G04-03,Sonoma Creek,38.42139207,-122.5716511,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),KENWOOD VALLEY,436.720001,,225,POINT (6397889.135747615 1915798.1184999016)
9,Son0011,SV-G04-04,Sonoma Creek,38.42268,-122.56929,Lidar_Elev_NAVD88,80.0,100.0,200.0,240.0,,,,,,,,,,,,,80.0,240,Shallow (0-200ft),KENWOOD VALLEY,428.820007,,240,POINT (6398568.519282774 1916262.9004534509)
381,Son0444,4900911-002,Sonoma Creek,38.422932,-122.556587,,,,,,,,,,,,,,,,,,,,Other,KENWOOD VALLEY,,,,POINT (6402208.367688969 1916332.118724532)
23,Son0025,SV-H04-05,Sonoma Creek,38.42383143,-122.5512067,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),KENWOOD VALLEY,437.329987,,123,POINT (6403751.754522254 1916650.2687085513)
395,Son0458,4900957-002,Sonoma Creek,38.423865,-122.54978,,,,,,,,,,,,,,,,,,,,Other,KENWOOD VALLEY,,,,POINT (6404160.557967492 1916660.0170092275)
369,Son0432,4900841-001,Sonoma Creek,38.424149,-122.55574,,,,,,,,,,,,,,,,,,,,Other,KENWOOD VALLEY,,,,POINT (6402453.735758497 1916773.8326782412)
370,Son0433,4900841-003,Sonoma Creek,38.424245,-122.555275,,,,,,,,,,,,,,,,,,,,Other,KENWOOD VALLEY,,,,POINT (6402587.164785713 1916807.978700391)
22,Son0024,SV-H04-04,Sonoma Creek,38.42477207,-122.5611411,Lidar_Elev_NAVD88,110.0,250.0,,,,,,,,,,,,,,,110.0,250,Medium (200-500ft),KENWOOD VALLEY,437.76001,,250,POINT (6400907.806111516 1917010.251044647)
343,Son0405,384089N1225406W001,Sonoma Creek,38.4089,-122.5406,GIS_Elev,,,,,,,,,,,,,,,,,,,Other,KENWOOD VALLEY,412.925297892,,406,POINT (6406758.063169368 1911194.3628608868)
175,Son0203,382434122322801,Sonoma Creek,38.4095972,-122.541375,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,KENWOOD VALLEY,415.0,,406,POINT (6406537.503366258 1911449.587872435)
425,Son0488,4901227-001,Sonoma Creek,38.411372,-122.540709,,,,,,,,,,,,,,,,,,,,Other,KENWOOD VALLEY,,,,POINT (6406732.188561824 1912094.7879680402)
377,Son0440,4900875-001,Sonoma Creek,38.418323,-122.540681,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6406755.279434352 1914626.116338009)
405,Son0468,4901062-001,Sonoma Creek,38.42132,-122.536512,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6407956.178759219 1915710.4647220578)
177,Son0209,382517122321001,Sonoma Creek,38.42144444,-122.5363333,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,215.0,395,Other,KENWOOD VALLEY,522.0,,395,POINT (6408007.643221431 1915755.4802446908)
463,Son0526,4910302-001,Sonoma Creek,38.437197,-122.517125,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6413543.403430352 1921460.2539359105)
182,Son0216,382614122310201,Sonoma Creek,38.43724167,-122.5171278,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,,1190.0,,333,POINT (6413542.69403523 1921476.5261858425)
19,Son0021,SV-H03-01,Sonoma Creek,38.43809,-122.54455,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),,533.580017,,80,POINT (6405689.935285911 1921831.3684879097)
176,Son0208,382630122321601,Sonoma Creek,38.44175,-122.537861,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),KENWOOD VALLEY,592.0,,47,POINT (6407613.751158988 1923152.8307948646)
314,Son0375,382602122301601,Sonoma Creek,38.43402778,-122.5045222,,,,,,,,,,,,,,,,,,,,,,,,,POINT (6417146.851571724 1920285.802215484)
20,Son0022,SV-H04-01,Sonoma Creek,38.42644699,-122.5623069,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),KENWOOD VALLEY,439.290009,,26,POINT (6400577.601357508 1917622.2782243285)
294,Son0347,SCWA_Adobe_Canyon-1,Sonoma Creek,38.426654,-122.555201,Survey_ElevNAD88,30.0,50.0,,,,,,,,,,,,,,,30.0,50,Shallow (0-200ft),KENWOOD VALLEY,448.88,,50,POINT (6402613.726794554 1917685.1440833)
413,Son0476,4901133-001,Sonoma Creek,38.42665,-122.55708,,,,,,,,,,,,,,,,,,,,Other,KENWOOD VALLEY,,,,POINT (6402075.432282808 1917686.9830099617)
21,Son0023,SV-H04-03,Sonoma Creek,38.42738713,-122.5596392,Lidar_Elev_NAVD88,80.0,100.0,120.0,160.0,180.0,220.0,240.0,260.0,,,,,,,,,80.0,260,Medium (200-500ft),KENWOOD VALLEY,444.839996,,265,POINT (6401343.9407015 1917959.932981076)
13,Son0015,SV-G04-08,Sonoma Creek,38.42761943,-122.5628589,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Other,KENWOOD VALLEY,441.140015,,.,POINT (6400422.112744122 1918050.2294312997)
394,Son0457,4900957-001,Sonoma Creek,38.428361,-122.54644,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6405127.270438739 1918291.5700876105)
12,Son0014,SV-G04-07,Sonoma Creek,38.42835472,-122.5696372,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),KENWOOD VALLEY,450.73999,,.,POINT (6398482.009421973 1918330.1070152514)
10,Son0012,SV-G04-05,Sonoma Creek,38.430381,-122.569664,Lidar_Elev_NAVD88,100.0,700.0,,,,,,,,,,,,,,,100.0,700,Deep(>500ft),KENWOOD VALLEY,462.380005,,700,POINT (6398478.959785968 1919068.0726819753)
7,Son0009,SV-G04-02,Sonoma Creek,38.43095089,-122.5744829,Survey_ElevNAD88,30.0,149.0,,,,,,,,,,,,,,,30.0,149,Shallow (0-200ft),KENWOOD VALLEY,465.074,,149,POINT (6397099.853828898 1919284.3050132468)
6,Son0008,SV-G04-01,Sonoma Creek,38.43324353,-122.5744465,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),KENWOOD VALLEY,478.480011,,150,POINT (6397115.560799528 1920119.157516224)
315,Son0377,382634122315201,Sonoma Creek,38.4427,-122.531,,,,,,,,,,,,,,,,,,,,,,,,,POINT (6409580.863053741 1923487.2347239978)
393,Son0456,4900952-001,Sonoma Creek,38.443333,-122.540444,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6406877.37291788 1923733.7095560697)
344,Son0406,384353N1225787W001,Sonoma Creek,38.4353,-122.5787,GIS_Elev,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),KENWOOD VALLEY,493.985890253,,78,POINT (6395901.926609513 1920875.8024410696)
4,Son0006,SV-G03-04,Sonoma Creek,38.43831221,-122.5679635,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),KENWOOD VALLEY,517.039978,,180,POINT (6398984.143402041 1921953.3589930455)
5,Son0007,SV-G03-06,Sonoma Creek,38.43839,-122.56854,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),KENWOOD VALLEY,519.76001,,225,POINT (6398819.195225919 1921982.721025496)
3,Son0005,SV-G03-03,Sonoma Creek,38.43932166,-122.568514,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),,534.900024,,215,POINT (6398828.765799563 1922321.960263356)
2,Son0004,SV-G03-02,Sonoma Creek,38.44004139,-122.5694093,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Medium (200-500ft),,549.169983,,450,POINT (6398573.9738529865 1922585.6729959818)
474,Son0542,4901255-002,Sonoma Creek,38.442801,-122.574879,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6397013.699516245 1923600.5167489)
