,station_name,station_no,site_name,station_latitude,station_longitude,Vert_coord_Loc,TOS_1,BOS_1,TOS_2,BOS_2,TOS_3,BOS_3,TOS_4,BOS_4,TOS_5,BOS_5,TOS_6,BOS_6,TOS_7,BOS_7,TOS_8,BOS_8,Depth_to_Bot_Perf,Depth_to_Top_Perf,Depth_Category,Subbasin_Name,GWREF_DATUM,Web_Station_Name,Well_Depth,geometry
270,Son0323,SV-MW1-365,Sonoma Creek,38.25535675,-122.4422001,Survey_ElevNAD88,355.0,365.0,,,,,,,,,,,,,,,355.0,365,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,22.83,,365,POINT (6434681.99847814 1855124.8706978487)
134,Son0157,SV-M17-01,Sonoma Creek,38.23602012,-122.4604045,Survey_ElevNAD88,9.0,23.0,,,,,,,,,,,,,,,9.0,23,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,22.37,,23,POINT (6429418.683292739 1848108.8090115974)
13,WRM23-0002_1,WRM23-0002_1,PRMD,38.2363,-122.460127,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,23.35534834535298,,,POINT (6429498.908653228 1848210.332198556)
357,Son0420,SonomaCrk_CN2005,Sonoma Creek,38.23983119,-122.4517009,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6431925.608909856 1849484.1874304216)
214,Son0257,381456122274001,Sonoma Creek,38.24905556,-122.46125,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,20.0,,180,POINT (6429199.920132501 1852857.2767253057)
223,Son0268,381517122271601,Sonoma Creek,38.25480556,-122.4545,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,24.0,,120,POINT (6431148.917473521 1854941.5497842662)
215,Son0258,381528122273601,Sonoma Creek,38.2578333,-122.46025,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,32.0,,153,POINT (6429503.305195642 1856052.4935285987)
212,Son0255,381539122274601,Sonoma Creek,38.26102778,-122.4630278,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,35.0,,150,POINT (6428711.582257143 1857219.9052313317)
332,Son0394,005N005W19L001M,Sonoma Creek,38.2625,-122.4585,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6430014.401484294 1857749.4706809812)
131,Son0153,SV-M15-02,Sonoma Creek,38.26369191,-122.4569171,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,40.509998,,,POINT (6430471.089741496 1858181.2522294095)
130,Son0152,SV-M15-01,Sonoma Creek,38.26872784,-122.4569318,Lidar_Elev_NAVD88,67.0,200.0,,,,,,,,,,,,,,,67.0,200,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,46.509998,,220,POINT (6430476.094663948 1860015.2538873963)
268,Son0321,SV-MW1-95,Sonoma Creek,38.25535714,-122.4422013,Survey_ElevNAD88,85.0,95.0,,,,,,,,,,,,,,,85.0,95,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,22.83,,95,POINT (6434681.654573808 1855125.0144032692)
284,Son0337,SV-MW1-455D,Sonoma Creek,38.255366,-122.442229,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,22.83,,455,POINT (6434673.715863878 1855128.2797091717)
300,Son0355,381519122263202,Sonoma Creek,38.25538889,-122.4422222,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,24.0,,243,POINT (6434675.709156123 1855136.6062881064)
302,Son0357,381519122263204,Sonoma Creek,38.25538889,-122.4422222,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,24.0,,465,POINT (6434675.709156123 1855136.6062881064)
301,Son0356,381519122263203,Sonoma Creek,38.25538889,-122.4422222,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,24.0,,375,POINT (6434675.709156123 1855136.6062881064)
439,Son0502,4901345-001,Sonoma Creek,38.256521,-122.436719,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6436258.007011277 1855541.2621938686)
41,PLP07-0037_1,PLP07-0037_1,PRMD,38.256523,-122.436742,,,,,,,,,,,,,,,,,,280.0,180.0,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,22.75738202544664,,500.0,POINT (6436251.405866751 1855542.0222661376)
14,WRM23-0004_1,WRM23-0004_1,PRMD,38.25692,-122.439352,,,,,,,,,,,,,,,,,,480.0,120.0,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,21.894105834910967,,500.0,POINT (6435502.62144013 1855690.2111742622)
18,WRM23-0009_1,WRM23-0009_1,PRMD,38.2572017,-122.4365123,,,,,,,,,,,,,,,,,,360.0,120.0,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,22.000057094281967,,360.0,POINT (6436318.553947138 1855788.87442683)
240,Son0290,381530122261301,Sonoma Creek,38.2583333,-122.4370278,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,26.0,,,POINT (6436172.507832937 1856201.6910341084)
436,Son0499,4901294-001,Sonoma Creek,38.259213,-122.438783,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6435670.047492772 1856524.4864316701)
23,UPE05-0014_1,UPE05-0014_1,PRMD,38.25933781,-122.4380694,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,31.23,,,POINT (6435875.175307632 1856568.9519846279)
123,UPE13-0025_1,UPE13-0025_1,PRMD,38.25967582,-122.4409282,,,,,,,,,,,,,,,,,,440.0,100.0,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,29.8,,440.0,POINT (6435054.876419861 1856696.0149419324)
45,UPE06-0093_1,UPE06-0093_1,PRMD,38.25982083,-122.4368468,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,30.16,,,POINT (6436227.087472693 1856743.1695634867)
438,Son0501,4901332-001,Sonoma Creek,38.260062,-122.43614,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6436430.463476992 1856830.0248020024)
155,Son0180,SV-N16-05,Sonoma Creek,38.26016153,-122.4360326,Lidar_Elev_NAVD88,100.0,640.0,,,,,,,,,,,,,,,100.0,640,Deep(>500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,30.92,,640,POINT (6436461.476771422 1856866.1237456277)
424,Son0487,4901225-001,Sonoma Creek,38.261602,-122.439268,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6435534.988155652 1857395.1837185202)
404,Son0467,4901061-001,Sonoma Creek,38.261747,-122.439166,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6435564.53154598 1857447.8483250907)
234,Son0282,381544122263801,Sonoma Creek,38.2622222,-122.4439444,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,210.0,770,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,30.0,,770,POINT (6434193.319502835 1857627.5673137333)
152,Son0177,SV-N15-03,Sonoma Creek,38.26228398,-122.4438961,Lidar_Elev_NAVD88,210.0,770.0,,,,,,,,,,,,,,,210.0,770,Deep(>500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,35.77,,770,POINT (6434207.298099076 1857649.9986320813)
433,Son0496,4901274-001,Sonoma Creek,38.256595,-122.393916,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6448549.384403639 1855512.0902244165)
248,Son0299,381530122251602,Sonoma Creek,38.2583611,-122.4211389,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,60.0,,500,POINT (6440735.074427753 1856190.2918428292)
491,Son0562,SVDMW-2-375,Sonoma Creek,38.2585681,-122.4157541,Survey_Elev_NAVD88,360.0,370.0,,,,,,,,,,,,,,,370.0,360,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,78.28,,375,POINT (6442281.672477505 1856258.563756251)
490,Son0561,SVDMW-2-271,Sonoma Creek,38.2585681,-122.4157541,Survey_Elev_NAVD88,256.0,266.0,,,,,,,,,,,,,,,266.0,256,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,78.42,,271,POINT (6442281.672477505 1856258.563756251)
249,Son0300,381530122251601,Sonoma Creek,38.2585972,-122.4211306,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,60.0,,170,POINT (6440737.856402874 1856276.2637038962)
243,Son0293,381540122254702,Sonoma Creek,38.2611111,-122.4297222,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,32.0,,449,POINT (6438275.106169675 1857203.3143133502)
242,Son0292,381540122254701,Sonoma Creek,38.26116667,-122.4299444,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,30.0,,414,POINT (6438211.399396847 1857223.853293691)
155,UPE18-0036_1,UPE18-0036_1,PRMD,38.26332292,-122.410011,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,0.0,,,POINT (6443938.623211871 1857982.6889774615)
162,Son0189,SV-O15-01,Sonoma Creek,38.26351782,-122.4166278,Survey_ElevNAD88,307.0,507.0,,,,,,,,,,,,,,,307.0,507,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,72.8,,508,POINT (6442039.056389971 1858062.3007178816)
163,Son0190,SV-O15-02,Sonoma Creek,38.26690558,-122.4235958,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,54.73,,.,POINT (6440044.082761368 1859305.2951349886)
111,UPE12-0025_2,UPE12-0025_2,PRMD,38.2624806,-122.4420784,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,35.95,,,POINT (6434729.572467793 1857719.0615944245)
121,UPE13-0012_1,UPE13-0012_1,PRMD,38.2624806,-122.4420784,,,,,,,,,,,,,,,,,,770.0,210.0,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,35.95,,770.0,POINT (6434729.572467793 1857719.0615944245)
115,UPE12-0038_1,UPE12-0038_1,PRMD,38.2624806,-122.4420784,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,35.95,,,POINT (6434729.572467793 1857719.0615944245)
55,UPE07-0019_1,UPE07-0019_1,PRMD,38.2624806,-122.4420784,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,35.95,,,POINT (6434729.572467793 1857719.0615944245)
110,UPE12-0025_1,UPE12-0025_1,PRMD,38.2624806,-122.4420784,,,,,,,,,,,,,,,,,,770.0,210.0,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,35.95,,770.0,POINT (6434729.572467793 1857719.0615944245)
122,UPE13-0018_1,UPE13-0018_1,PRMD,38.2639489,-122.4377887,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,36.16,,,POINT (6435963.870819763 1858247.828791193)
333,Son0395,005N005W20C001M,Sonoma Creek,38.2697,-122.4402,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6435281.667208572 1860345.602615959)
423,Son0486,4901218-001,Sonoma Creek,38.270831,-122.436959,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6436214.1579281455 1860753.0026131065)
151,Son0176,SV-N15-02,Sonoma Creek,38.27155317,-122.4496198,Survey_ElevNAD88,15.0,134.0,,,,,,,,,,,,,,,15.0,134,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,45.442,,150,POINT (6432580.531022616 1861033.7176886436)
340,Son0402,382716N1224496W001,Sonoma Creek,38.2716,-122.4496,GIS_Elev,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,48.0012395905,,150,POINT (6432586.299977791 1861050.7440950908)
264,Son0317,SV-MW2-220,Sonoma Creek,38.26548362,-122.4684949,Survey_ElevNAD88,200.0,220.0,,,,,,,,,,,,,,,200.0,220,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,45.42,,220,POINT (6427150.128854819 1858850.6675087214)
285,Son0338,SV-MW2-480D,Sonoma Creek,38.265492,-122.468511,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,45.41,,480,POINT (6427145.521930542 1858853.7431401915)
304,Son0359,381556122280701,Sonoma Creek,38.26552778,-122.4685556,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,45.0,,490,POINT (6427132.78350393 1858866.8394297943)
305,Son0361,381556122280703,Sonoma Creek,38.26552778,-122.4685556,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,45.0,,230,POINT (6427132.78350393 1858866.8394297943)
267,Son0320,SV-MW2-SW,Sonoma Creek,38.265774,-122.467477,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,0.0,,0,POINT (6427442.934689577 1858954.9139377763)
303,Son0358,381556122280201,Sonoma Creek,38.2657972,-122.4673972,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6427465.890416445 1858963.245130952)
132,Son0154,SV-M15-03,Sonoma Creek,38.27296818,-122.4644731,Lidar_Elev_NAVD88,210.0,430.0,,,,,,,,,,,,,,,210.0,430,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,53.099998,,440,POINT (6428318.814604246 1861570.4633856306)
210,Son0253,381624122275201,Sonoma Creek,38.27352778,-122.4646389,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,53.0,,250,POINT (6428272.257209668 1861774.5009476799)
431,Son0494,4901258-002,Sonoma Creek,38.277372,-122.463534,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6428596.607178221 1863172.8654735833)
483,Son0554,SV-L14-02_Leveroni,Sonoma Creek,38.2773898,-122.4729411,Lidar_Elev_NAVD88,25.0,45.0,,,,,,,,,,,,,,,25.0,45,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,61.96,,45.5,POINT (6425896.1034093555 1863193.251092072)
391,Son0454,4900945-001,Sonoma Creek,38.269638,-122.460436,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6429471.686700786 1860351.7888824726)
392,Son0455,4900945-002,Sonoma Creek,38.270074,-122.46069,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6429399.5672094235 1860510.9401748318)
80,PLP10-0010_1,PLP10-0010_1,PRMD,38.27031776,-122.4595332,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,48.58,,,POINT (6429732.137996955 1860598.0322651477)
133,Son0155,SV-M15-04,Sonoma Creek,38.27094878,-122.4515923,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,45.830002,,150,POINT (6432013.135896536 1860816.4171251364)
448,Son0511,4901433-001,Sonoma Creek,38.271114,-122.460687,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6429402.349448349 1860889.6818735388)
406,Son0469,4901069-001,Sonoma Creek,38.273328,-122.458416,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6430058.421917133 1861692.679574303)
428,Son0491,4901234-001,Sonoma Creek,38.273691,-122.461016,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6429312.656911155 1861828.649380177)
128,Son0147,SV-M14-05,Sonoma Creek,38.27552068,-122.4595138,Survey_ElevNAD88,5.0,20.0,,,,,,,,,,,,,,,5.0,20,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,53.5,,.,POINT (6429747.293331442 1862492.7976277159)
442,Son0505,4901375-001,Sonoma Creek,38.27557,-122.460912,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6429345.986489974 1862512.7900051512)
127,Son0146,SV-M14-03,Sonoma Creek,38.27585022,-122.4609181,Survey_ElevNGVD29,9.0,24.0,,,,,,,,,,,,,,,9.0,24,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,52.98,,25,POINT (6429344.75313008 1862614.8490527344)
408,Son0471,4901083-002,Sonoma Creek,38.271975,-122.439837,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6435389.898271563 1861173.606336555)
407,Son0470,4901083-001,Sonoma Creek,38.271975,-122.439837,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6435389.898271563 1861173.606336555)
149,Son0174,SV-N14-02,Sonoma Creek,38.27925028,-122.435669,Lidar_Elev_NAVD88,200.0,580.0,,,,,,,,,,,,,,,200.0,580,Deep(>500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,72.059998,,580,POINT (6436599.2241173675 1863817.3532049598)
275,Son0328,SCWA_7th-Street,Sonoma Creek,38.28033678,-122.4405231,Lidar_Elev_NAVD88,473.0,666.0,,,,,,,,,,,,,,,473.0,666,Deep(>500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,71.18,,860,POINT (6435207.689502492 1864219.7455207629)
236,Son0284,381650122262701,Sonoma Creek,38.2808111,-122.4408528,Survey_ElevNGVD29,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,69.0,,666,POINT (6435113.88319943 1864392.9414847915)
239,Son0288,381700122261401,Sonoma Creek,38.28324816,-122.4383127,Survey_ElevNGVD29,64.0,70.0,,,,,,,,,,,,,,,64.0,70,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,85.0,,70,POINT (6435847.329555455 1865276.9435819737)
488,Son0559,SVDMW-1-293,Sonoma Creek,38.2850517,-122.4362353,Survey_ElevNAD88,283.0,288.0,,,,,,,,,,,,,,,288.0,283,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,93.49,,293,POINT (6436446.804223388 1865930.888130378)
489,Son0560,SVDMW-1-435,Sonoma Creek,38.2850517,-122.4362353,Survey_Elev_NAVD88,425.0,435.0,,,,,,,,,,,,,,,435.0,425,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,93.35,,435,POINT (6436446.804223388 1865930.888130378)
150,Son0175,SV-N14-03,Sonoma Creek,38.288846,-122.444257,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,94.669998,,150,POINT (6434150.981308893 1867323.836960231)
143,Son0167,SV-N13-02,Sonoma Creek,38.2898878,-122.438983,Survey_ElevNAD88,170.0,240.0,,,,,,,,,,,,,,,170.0,240,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,103.38,,245,POINT (6435666.604623509 1867695.8883453473)
152,UPE17-0031_1,UPE17-0031_1,PRMD,38.26826798277188,-122.4280976499872,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,53.23876624865709,,,POINT (6438753.86319649 1859807.5059881199)
68,PLP09-0010_3,PLP09-0010_3,PRMD,38.27662051,-122.4109199,,,,,,,,,,,,,,,,,,,,,,663.26,,,POINT (6443699.55543508 1862826.5810194693)
66,PLP09-0010_1,PLP09-0010_1,PRMD,38.27662051,-122.4109199,,,,,,,,,,,,,,,,,,510.0,90.0,Other,,663.26,,510.0,POINT (6443699.55543508 1862826.5810194693)
67,PLP09-0010_2,PLP09-0010_2,PRMD,38.27662051,-122.4109199,,,,,,,,,,,,,,,,,,,,,,663.26,,,POINT (6443699.55543508 1862826.5810194693)
2,UPE03-0035_1,UPE03-0035_1,PRMD,38.27853154805853,-122.4205773908095,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,91.17781373871628,,,POINT (6440930.322479076 1863535.214017476)
400,Son0463,4901018-001,Sonoma Creek,38.280997,-122.416347,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6442148.858124282 1864427.4939992432)
161,Son0188,SV-O14-01,Sonoma Creek,38.28280328,-122.4313312,Survey_ElevNAD88,330.0,470.0,,,,,,,,,,,,,,,330.0,470,Medium (200-500ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,91.27,,470,POINT (6437850.609177896 1865105.3469520838)
330,Son0392,005N005W09N001M,Sonoma Creek,38.2878,-122.4265,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6439245.964482963 1866918.508588131)
329,Son0391,005N005W09M002M,Sonoma Creek,38.2914,-122.4265,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6439252.120065155 1868229.5532010545)
26,WRM24-0006_1,WRM24-0006_1,PRMD,38.29493,-122.42573,,,,,,,,,,,,,,,,,,240.0,140.0,Shallow (0-200ft),,170.8266746750266,,600.0,POINT (6439479.149498527 1869514.0696469278)
430,Son0493,4901258-001,Sonoma Creek,38.27689,-122.462507,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6428890.538871403 1862995.8304116304)
288,Son0341,SCWA_SVHS-MW-01S,Sonoma Creek,38.279133,-122.455647,Lidar_Elev_NAVD88,10.0,15.0,,,,,,,,,,,,,,,10.0,15,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,59.369999,,15,POINT (6430863.9810501505 1863802.7431664546)
289,Son0342,SCWA_SVHS-MW-01D,Sonoma Creek,38.279155,-122.455643,Lidar_Elev_NAVD88,20.0,25.0,,,,,,,,,,,,,,,20.0,25,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,59.349998,,25,POINT (6430865.169510048 1863810.749346977)
290,Son0343,SCWA_SVHS-MW-02,Sonoma Creek,38.280008,-122.455854,Lidar_Elev_NAVD88,10.0,15.0,,,,,,,,,,,,,,,10.0,15,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,61.509998,,15,POINT (6430806.157269266 1864121.6973458116)
126,Son0145,SV-M14-02,Sonoma Creek,38.28076858,-122.4537974,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,65.580002,,85,POINT (6431397.916959283 1864395.7321229335)
298,Son0352,11458600,Sonoma Creek,38.2808333,-122.4558333,,,,,,,,,,,,,,,,,,,,,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6430813.607788758 1864422.2242768693)
125,Son0144,SV-M14-01,Sonoma Creek,38.28362844,-122.4559086,Lidar_Elev_NAVD88,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,68.860001,,.,POINT (6430797.101278186 1865440.2630443873)
331,Son0393,005N005W18D002M,Sonoma Creek,38.2842,-122.4631,,,,,,,,,,,,,,,,,,,,Other,NAPA-SONOMA VALLEY - SONOMA VALLEY,,,,POINT (6428733.875218103 1865658.8421739293)
123,Son0138,SV-M13-13,Sonoma Creek,38.29035208,-122.4562472,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,79.9,,.,POINT (6430712.20540972 1867889.3559761231)
122,Son0137,SV-M13-12,Sonoma Creek,38.29039046,-122.4587319,Lidar_Elev_NAVD88,5.0,15.0,,,,,,,,,,,,,,,5.0,15,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,79.199997,,15,POINT (6429999.111218794 1867906.9204175232)
121,Son0136,SV-M13-11,Sonoma Creek,38.29041114,-122.4571609,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,79.2,,.,POINT (6430450.061200612 1867912.1812389686)
120,Son0135,SV-M13-10,Sonoma Creek,38.29162651,-122.4608259,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,80.4,,.,POINT (6429400.370250436 1868360.1014331602)
119,Son0134,SV-M13-09,Sonoma Creek,38.29164562,-122.4595178,Survey_ElevNAD88,,,,,,,,,,,,,,,,,,,Shallow (0-200ft),NAPA-SONOMA VALLEY - SONOMA VALLEY,82.5,,.,POINT (6429775.852831939 1868365.1612704166)
124,Son0139,SV-M13-14,Sonoma Creek,38.29464912,-122.4513229,Lidar_Elev_NAVD88,24.0,156.0,,,,,,,,,,,,,,,24.0,156,Shallow (0-200ft),,100.330002,,156,POINT (6432133.365922015 1869447.1938210786)
390,Son0453,4900925-002,Sonoma Creek,38.29465,-122.451293,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6432141.9489741195 1869447.471716391)
450,Son0513,4910012-002,Sonoma Creek,38.294716,-122.455489,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6430937.795218275 1869477.510777631)
112,Son0127,SV-M13-02,Sonoma Creek,38.29479009,-122.4553316,Survey_ElevNGVD29,75.0,220.0,,,,,,,,,,,,,,,75.0,220,Shallow (0-200ft),,95.0,,221,POINT (6430983.105062952 1869504.2665558115)
218,Son0263,381741122271901,Sonoma Creek,38.29483256836794,-122.4554197993329,,,,,,,,,,,,,,,,,,,,,placeholder,95.0,,,POINT (6430957.869000003 1869519.862999998)
449,Son0512,4910012-001,Sonoma Creek,38.295791,-122.453672,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6431461.238667832 1869866.3961278808)
451,Son0514,4910012-003,Sonoma Creek,38.295848,-122.457618,,,,,,,,,,,,,,,,,,,,Other,,,,,POINT (6430328.838494731 1869892.8279016342)
